De-lamp vending machines,,,
Replace clothes dryers,,,
Replace washing machines,,,
Improve data center efficiency,,,
Implement hot aisle hold aisle design,,,
Implement server virtualization,,,
Upgrade servers,,,
Individual system,102549,Individual system,1.0
Multiple systems,102550,Multiple systems,1.0
Individual premise,102551,Individual premises,0.9894736842105263
Multiple premises,102552,Multiple premises,1.0
Entire facility,102553,Entire facility,1.0
Entire site,102554,Entire site,1.0
Cubic Meters,102837,Cubic Meters,1.0
kcf,102838,kcf,1.0
MCF,102839,MCF,1.0
Gallons,102840,gallons,0.9047619047619048
Wh,102841,Wh,1.0
kWh,102842,kWh,1.0
MWh,102843,MWh,1.0
Btu,102844,Btu,1.0
kBtu,102845,kBtu,1.0
MMBtu,102846,MMBtu,1.0
therms,102847,therms/h,0.95
lbs,102848,lbs,1.0
Klbs,102849,Klbs/h,0.9333333333333333
Mlbs,102850,Mlbs,1.0
Mass ton,102851,Mass ton,1.0
Ton-hour,102852,Ton-hour,1.0
Simple payback,102709,Simple payback,1.0
Return on investment,102710,Return on investment,1.0
Lifecycle cost,102711,Life cycle cost,0.9438095238095238
Net present value,102712,Net present value,1.0
Internal rate of return,102713,Internal rate of return,1.0
Modified internal rate of return,102714,Modified internal rate of return,1.0
Levelized cost of energy,102715,Levelized cost of energy,1.0
Savings to investment ratio,102716,Savings to investment ratio,1.0
Option A: Retrofit Isolation With Partial Measurement,,,
Option B: Retrofit Isolation With Full Measurement,,,
Option C: Whole Building Measurement,,,
Option D: Calibrated Simulation,,,
Proposed,102589,Proposed,1.0
Evaluated,102590,Evaluated,1.0
Selected,102591,Selected,1.0
Initiated,102592,Initiated,1.0
Discarded,102593,Discarded,1.0
In Progress,102594,In Progress,1.0
Completed,102595,Completed,1.0
MV,102596,MV,1.0
Verified,102597,Verified,1.0
Unsatisfactory,102598,Unsatisfactory,1.0
Long payback,102601,Long payback,1.0
Requires permit,102602,Requires permit,1.0
National Median,102605,National median,0.9733333333333334
Regional Median,102606,Regional median,0.9733333333333334
Adjusted to specific year,102607,Adjusted to specific year,1.0
Weather normalized,102608,Weather normalized,1.0
Cooling,102747,Cooling,1.0
Heating,102748,Heating,1.0
Hot Water,102749,Hot water,0.9555555555555556
Interior Lighting,102750,Interior lighting,0.9764705882352941
Overall HVAC Systems,,,
"Floor U-Value, Mass",,,
"Roof U-Value, Non-Attic",,,
"Walls U-Value, Framed",,,
Walls + Windows U-Value,,,
Window Solar Heat Gain Coefficient,,,
Windows U-Value,,,
Assisted Living Facility,,,
City Hall,,,
Community Center,,,
Library,,,
Medical Office,,,
Multi-family (4 floors or greater),,,
Multi-family (fewer than 4 floors),,,
Parking Garage (Ventilation Only),,,
Police Station,,,
Post Office,,,
Religious Building,,,
Senior Center,,,
Warehouse non-refrigerated,102775,Warehouse refrigerated,0.9692307692307692
ASHRAE,102650,ASHRAE,1.0
IECC,102651,IECC,1.0
California Title 24,102652,California Title 24,1.0
IgCC,102653,IgCC,1.0
Portfolio Manager,102655,Portfolio Manager,1.0
Buildings Performance Database Tool,102656,Buildings Performance Database Tool,1.0
EnergyIQ,102657,EnergyIQ,1.0
Labs21,102658,Labs21,1.0
Fabs21,102659,Fabs21,1.0
On Site Measurement,,,
Weather Station,102795,Weather station,0.9733333333333334
TMY,102796,TMY,1.0
TMY2,102797,TMY2,1.0
TMY3,102798,TMY3,1.0
IWEC,102799,IWEC,1.0
CWEC,102800,CWEC,1.0
CZRV2,102801,CZRV2,1.0
Multiple buildings on a single lot,102803,Multiple buildings on a single lot,1.0
Multiple buildings on multiple lots,102804,Multiple buildings on multiple lots,1.0
Not shared,102805,Not shared,1.0
CO2e,102812,CO2e,1.0
CO2,102813,CO2,1.0
CH4,102814,CH4,1.0
N2O,102815,N2O,1.0
NOx,102816,NOx,1.0
SO2,102817,SO2,1.0
US EIA,102819,US EIA,1.0
US EPA,102820,US EPA,1.0
Site,102932,Site,1.0
Source,102933,Source,1.0
Onsite,102934,Onsite,1.0
Offsite,102935,Offsite,1.0
Median,102857,Median,1.0
Total,102859,Total,1.0
Peak,,,
Minimum,102861,Minimum,1.0
Currency,102863,Current,0.9214285714285715
Current,102949,Current,1.0
Current Angle,102865,Current angle,0.9692307692307692
Frequency,102867,Frequency,1.0
Power Factor,102869,Power factor,0.9666666666666666
Energy,102870,Energy,1.0
Voltage,102871,Voltage,1.0
Voltage Angle,102872,Voltage angle,0.9692307692307692
Distortion Power Factor,102873,Distortion power factor,0.9652173913043479
Volumetric Flow,102874,Volumetric flow,0.9733333333333334
Humidity ratio,102875,Humidity ratio,1.0
Relative humidity,102876,Relative humidity,1.0
Diffuse Horizontal Radiation,102877,Diffuse horizontal radiation,0.9714285714285714
Direct Normal Radiation,102878,Direct normal radiation,0.9652173913043479
Global Horizontal Radiation,102879,Global horizontal radiation,0.9703703703703704
Dry Bulb Temperature,102880,Dry bulb temperature,0.9044444444444444
Wet Bulb Temperature,102881,Wet bulb temperature,0.9044444444444444
Wind Speed,102882,Wind speed,0.96
1 minute,102884,1 minute,1.0
10 minute,102885,10 minute,1.0
15 minute,102886,15 minute,1.0
30 minute,102887,30 minute,1.0
Hour,102888,Hour,1.0
Day,102889,Day,1.0
Week,102890,Week,1.0
Month,102891,Month,1.0
Annual,102892,Annual,1.0
Quarter,102893,Quarter,1.0
Phase AN,102896,Phase AN,1.0
Phase A,102897,Phase A,1.0
Phase AB,102898,Phase AB,1.0
Phase BN,102899,Phase BN,1.0
Phase B,102900,Phase B,1.0
Phase CN,102901,Phase CN,1.0
Phase C,102902,Phase C,1.0
Phase ABC,102903,Phase ABC,1.0
Phase BC,102904,Phase BC,1.0
Phase CA,102905,Phase CA,1.0
Phase S1,102906,Phase S1,1.0
Phase S2,102907,Phase S2,1.0
Phase S1S2,102908,Phase S1S2,1.0
Phase S1N,102909,Phase S1N,1.0
Phase S2N,102910,Phase S2N,1.0
Phase S1S2N,102911,Phase S1S2N,1.0
Forward,102914,Forward,1.0
Reverse,102915,Reverse,1.0
Pre retrofit,102946,Pre retrofit,1.0
Post retrofit,102947,Post retrofit,1.0
Baseline,102948,Baseline,1.0
Target,102950,Target,1.0
Design Target,102951,Design target,0.9358974358974359
Last billing period,102952,Last billing period,1.0
Additional to last billing period,102953,Additional to last billing period,1.0
Current billing period,102954,Current billing period,1.0
Billed to date,102955,Billed to date,1.0
Current day,102956,Current day,1.0
Current day last year,102957,Current day last year,1.0
Previous day,102958,Previous day,1.0
Previous day last year,102959,Previous day last year,1.0
Preliminary Energy-Use Analysis,,,
Level 1: Walk-through,,,
Level 2: Energy Survey and Analysis,,,
Level 3: Detailed Survey and Analysis,,,
EPA ENERGY STAR certified,,,
LEED certified,,,
Simple building,,,
Class 1 building,,,
Increasing,,,
Decreasing,,,
Direct metering,103098,Direct metering,1.0
Master meter without sub metering,103099,Master meter without sub metering,1.0
Master meter with sub metering,103100,Master meter with sub metering,1.0
Revenue grade meter,103103,Revenue grade meter,1.0
Advanced resource meter,103104,Advanced resource meter,1.0
Analog,103105,Analog,1.0
Interval,103106,Interval,1.0
Smart meter,103108,Smart meter,1.0
PDU input meter,103109,PDU input meter,1.0
IT equipment input meter,103110,IT equipment input meter,1.0
Supply UPS output meter,103111,Supply UPS output meter,1.0
PDU output meter,103112,PDU output meter,1.0
Interruptible,103115,Interruptible,1.0
Firm,103116,Firm,1.0
Agency,103121,Agency,1.0
Customer,103123,Customer,1.0
Customer agreement,103124,Customer agreement,1.0
Administrator,103125,Administrator,1.0
Qualified Assessor,103126,Qualified assessor,0.9777777777777777
Contributor,103127,Contributor,1.0
Property Management Company,103128,Property management company,0.9223703703703704
Operator,103129,Operator,1.0
Energy Auditor,103130,Energy Auditor,1.0
Energy Modeler,103131,Energy modeler,0.9714285714285714
Contractor,103132,Contractor,1.0
Implementer,103133,Implementer,1.0
Financier,103134,Financier,1.0
Commissioning Agent,103135,Commissioning agent,0.9789473684210526
MV Agent,103136,MV agent,0.9416666666666667
Evaluator,103137,Evaluator,1.0
Builder,103138,Builder,1.0
Billing,103140,Billing,1.0
Architect,103141,Architect,1.0
Mechanical Engineer,103142,Mechanical engineer,0.9567251461988304
Energy Consultant,103143,Energy consultant,0.9764705882352941
Service and Product Provider,103144,Service and product provider,0.9714285714285714
Authority Having Jurisdiction,103145,Authority having jurisdiction,0.9724137931034482
Power plant,103147,Power plant,1.0
Electric Distribution Utility (EDU),103148,Electric distribution utility,0.9404926108374385
ESCO,103149,ESCO,1.0
Facilitator,103150,Facilitator,1.0
Facility Manager,103151,Facility manager,0.975
Trainer,103152,Trainer,1.0
Electrical Engineer,103153,Electrical engineer,0.9567251461988304
Controls Engineer,103154,Controls engineer,0.9514705882352941
Lender,103155,Lender,1.0
Servicer,103156,Servicer,1.0
Originator,103157,Originator,1.0
Days,103420,Day,0.9166666666666666
Evenings,103421,Evening,0.975
Cell,103422,Cellular,0.9
Personal,103424,Personal,1.0
Work,103425,Work,1.0
